data,ativo,preco
2026-03-30,ETF BOVA11,132.27
2026-03-30,Ação PETR4,149.15
2026-03-30,Ação VALE3,122.62
2026-03-31,Tesouro Selic,107.7
2026-03-31,CDB Liquidez Diária,108.46
2026-03-31,LCI/LCA,107.7
2026-03-31,Fundo Multimercado,119.84
2026-03-31,Fundo de Ações,146.78
2026-03-31,ETF BOVA11,130.51
2026-03-31,Ação PETR4,149.07
2026-03-31,Ação VALE3,120.42
2026-04-01,Tesouro Selic,107.67
2026-04-01,CDB Liquidez Diária,108.45
2026-04-01,LCI/LCA,107.74
2026-04-01,Fundo Multimercado,120.08
2026-04-01,Fundo de Ações,149.3
2026-04-01,ETF BOVA11,131.62
2026-04-01,Ação PETR4,147.98
2026-04-01,Ação VALE3,123.09
2026-04-02,Tesouro Selic,107.7
2026-04-02,CDB Liquidez Diária,108.47
2026-04-02,LCI/LCA,107.82
2026-04-02,Fundo Multimercado,120.33
2026-04-02,Fundo de Ações,150.81
2026-04-02,ETF BOVA11,134.51
2026-04-02,Ação PETR4,150.34
2026-04-02,Ação VALE3,126.85
2026-04-03,Tesouro Selic,107.75
2026-04-03,CDB Liquidez Diária,108.53
2026-04-03,LCI/LCA,107.93
2026-04-03,Fundo Multimercado,120.63
2026-04-03,Fundo de Ações,152.49
2026-04-03,ETF BOVA11,136.61
2026-04-03,Ação PETR4,152.24
2026-04-03,Ação VALE3,127.34
2026-04-06,Tesouro Selic,107.72
2026-04-06,CDB Liquidez Diária,108.42
2026-04-06,LCI/LCA,107.98
2026-04-06,Fundo Multimercado,119.99
2026-04-06,Fundo de Ações,150.77
2026-04-06,ETF BOVA11,134.95
2026-04-06,Ação PETR4,150.79
2026-04-06,Ação VALE3,127.29
2026-04-07,Tesouro Selic,107.82
2026-04-07,CDB Liquidez Diária,108.5
2026-04-07,LCI/LCA,108.05
2026-04-07,Fundo Multimercado,120.26
2026-04-07,Fundo de Ações,150.83
2026-04-07,ETF BOVA11,136.47
2026-04-07,Ação PETR4,153.5
2026-04-07,Ação VALE3,130.0
2026-04-08,Tesouro Selic,107.91
2026-04-08,CDB Liquidez Diária,108.64
2026-04-08,LCI/LCA,108.15
2026-04-08,Fundo Multimercado,119.9
2026-04-08,Fundo de Ações,150.2
2026-04-08,ETF BOVA11,135.11
2026-04-08,Ação PETR4,150.75
2026-04-08,Ação VALE3,129.47
2026-04-09,Tesouro Selic,108.04
2026-04-09,CDB Liquidez Diária,108.77
2026-04-09,LCI/LCA,108.27
2026-04-09,Fundo Multimercado,120.86
2026-04-09,Fundo de Ações,152.83
2026-04-09,ETF BOVA11,139.54
2026-04-09,Ação PETR4,157.19
2026-04-09,Ação VALE3,131.0
2026-04-10,Tesouro Selic,108.14
2026-04-10,CDB Liquidez Diária,108.89
2026-04-10,LCI/LCA,108.41
2026-04-10,Fundo Multimercado,121.33
2026-04-10,Fundo de Ações,153.61
2026-04-10,ETF BOVA11,139.21
2026-04-10,Ação PETR4,156.39
2026-04-10,Ação VALE3,129.2
2026-04-13,Tesouro Selic,108.14
2026-04-13,CDB Liquidez Diária,108.92
2026-04-13,LCI/LCA,108.5
2026-04-13,Fundo Multimercado,121.5
2026-04-13,Fundo de Ações,152.08
2026-04-13,ETF BOVA11,138.82
2026-04-13,Ação PETR4,158.17
2026-04-13,Ação VALE3,128.34
2026-04-14,Tesouro Selic,108.18
2026-04-14,CDB Liquidez Diária,108.96
2026-04-14,LCI/LCA,108.5
2026-04-14,Fundo Multimercado,121.83
2026-04-14,Fundo de Ações,152.69
2026-04-14,ETF BOVA11,139.79
2026-04-14,Ação PETR4,157.66
2026-04-14,Ação VALE3,128.15
2026-04-15,Tesouro Selic,108.27
2026-04-15,CDB Liquidez Diária,109.04
2026-04-15,LCI/LCA,108.65
2026-04-15,Fundo Multimercado,121.8
2026-04-15,Fundo de Ações,152.81
2026-04-15,ETF BOVA11,140.59
2026-04-15,Ação PETR4,155.77
2026-04-15,Ação VALE3,125.51
2026-04-16,Tesouro Selic,108.22
2026-04-16,CDB Liquidez Diária,109.03
2026-04-16,LCI/LCA,108.6
2026-04-16,Fundo Multimercado,122.81
2026-04-16,Fundo de Ações,154.82
2026-04-16,ETF BOVA11,142.88
2026-04-16,Ação PETR4,161.71
2026-04-16,Ação VALE3,131.15
2026-04-17,Tesouro Selic,108.4
2026-04-17,CDB Liquidez Diária,109.28
2026-04-17,LCI/LCA,108.81
2026-04-17,Fundo Multimercado,123.47
2026-04-17,Fundo de Ações,157.29
2026-04-17,ETF BOVA11,144.2
2026-04-17,Ação PETR4,161.67
2026-04-17,Ação VALE3,131.9
2026-04-20,Tesouro Selic,108.43
2026-04-20,CDB Liquidez Diária,109.29
2026-04-20,LCI/LCA,108.86
2026-04-20,Fundo Multimercado,123.91
2026-04-20,Fundo de Ações,158.7
2026-04-20,ETF BOVA11,146.76
2026-04-20,Ação PETR4,162.54
2026-04-20,Ação VALE3,133.36
2026-04-21,Tesouro Selic,108.43
2026-04-21,CDB Liquidez Diária,109.2
2026-04-21,LCI/LCA,108.85
2026-04-21,Fundo Multimercado,123.74
2026-04-21,Fundo de Ações,161.26
2026-04-21,ETF BOVA11,148.86
2026-04-21,Ação PETR4,163.16
2026-04-21,Ação VALE3,137.9
2026-04-22,Tesouro Selic,108.56
2026-04-22,CDB Liquidez Diária,109.36
2026-04-22,LCI/LCA,108.95
2026-04-22,Fundo Multimercado,123.57
2026-04-22,Fundo de Ações,159.61
2026-04-22,ETF BOVA11,148.55
2026-04-22,Ação PETR4,166.44
2026-04-22,Ação VALE3,141.04
2026-04-23,Tesouro Selic,108.57
2026-04-23,CDB Liquidez Diária,109.33
2026-04-23,LCI/LCA,108.97
2026-04-23,Fundo Multimercado,122.74
2026-04-23,Fundo de Ações,158.01
2026-04-23,ETF BOVA11,146.74
2026-04-23,Ação PETR4,163.24
2026-04-23,Ação VALE3,136.53
2026-04-24,Tesouro Selic,108.65
2026-04-24,CDB Liquidez Diária,109.38
2026-04-24,LCI/LCA,108.99
2026-04-24,Fundo Multimercado,121.58
2026-04-24,Fundo de Ações,154.53
2026-04-24,ETF BOVA11,145.16
2026-04-24,Ação PETR4,164.48
2026-04-24,Ação VALE3,135.2
2026-04-27,Tesouro Selic,108.66
2026-04-27,CDB Liquidez Diária,109.41
2026-04-27,LCI/LCA,108.96
2026-04-27,Fundo Multimercado,121.71
2026-04-27,Fundo de Ações,156.26
2026-04-27,ETF BOVA11,147.47
2026-04-27,Ação PETR4,167.22
2026-04-27,Ação VALE3,136.98
2026-04-28,Tesouro Selic,108.64
2026-04-28,CDB Liquidez Diária,109.36
2026-04-28,LCI/LCA,108.94
2026-04-28,Fundo Multimercado,121.78
2026-04-28,Fundo de Ações,158.3
2026-04-28,ETF BOVA11,148.14
2026-04-28,Ação PETR4,171.35
2026-04-28,Ação VALE3,137.9
2026-04-29,Tesouro Selic,108.68
2026-04-29,CDB Liquidez Diária,109.37
2026-04-29,LCI/LCA,108.88
2026-04-29,Fundo Multimercado,122.2
2026-04-29,Fundo de Ações,160.72
2026-04-29,ETF BOVA11,149.71
2026-04-29,Ação PETR4,173.66
2026-04-29,Ação VALE3,140.26
2026-04-30,Tesouro Selic,108.62
2026-04-30,CDB Liquidez Diária,109.28
2026-04-30,LCI/LCA,108.86
2026-04-30,Fundo Multimercado,121.47
2026-04-30,Fundo de Ações,159.62
2026-04-30,ETF BOVA11,147.25
2026-04-30,Ação PETR4,171.62
2026-04-30,Ação VALE3,138.28
2026-05-01,Tesouro Selic,108.56
2026-05-01,CDB Liquidez Diária,109.27
2026-05-01,LCI/LCA,108.8
2026-05-01,Fundo Multimercado,121.0
2026-05-01,Fundo de Ações,158.91
2026-05-01,ETF BOVA11,147.55
2026-05-01,Ação PETR4,169.84
2026-05-01,Ação VALE3,138.3
2026-05-04,Tesouro Selic,108.63
2026-05-04,CDB Liquidez Diária,109.37
2026-05-04,LCI/LCA,108.88
2026-05-04,Fundo Multimercado,120.99
2026-05-04,Fundo de Ações,157.12
2026-05-04,ETF BOVA11,146.41
2026-05-04,Ação PETR4,166.01
2026-05-04,Ação VALE3,131.81
2026-05-05,Tesouro Selic,108.71
2026-05-05,CDB Liquidez Diária,109.49
2026-05-05,LCI/LCA,108.86
2026-05-05,Fundo Multimercado,120.71
2026-05-05,Fundo de Ações,157.1
2026-05-05,ETF BOVA11,147.93
2026-05-05,Ação PETR4,167.87
2026-05-05,Ação VALE3,132.06
2026-05-06,Tesouro Selic,108.74
2026-05-06,CDB Liquidez Diária,109.58
2026-05-06,LCI/LCA,108.88
2026-05-06,Fundo Multimercado,120.45
2026-05-06,Fundo de Ações,155.35
2026-05-06,ETF BOVA11,145.65
2026-05-06,Ação PETR4,165.25
2026-05-06,Ação VALE3,132.74
2026-05-07,Tesouro Selic,108.81
2026-05-07,CDB Liquidez Diária,109.64
2026-05-07,LCI/LCA,108.92
2026-05-07,Fundo Multimercado,119.87
2026-05-07,Fundo de Ações,155.14
2026-05-07,ETF BOVA11,144.88
2026-05-07,Ação PETR4,163.9
2026-05-07,Ação VALE3,137.22
2026-05-08,Tesouro Selic,108.87
2026-05-08,CDB Liquidez Diária,109.68
2026-05-08,LCI/LCA,108.96
2026-05-08,Fundo Multimercado,120.43
2026-05-08,Fundo de Ações,156.81
2026-05-08,ETF BOVA11,145.05
2026-05-08,Ação PETR4,166.12
2026-05-08,Ação VALE3,136.65
2026-05-11,Tesouro Selic,109.05
2026-05-11,CDB Liquidez Diária,109.9
2026-05-11,LCI/LCA,109.1
2026-05-11,Fundo Multimercado,121.34
2026-05-11,Fundo de Ações,158.82
2026-05-11,ETF BOVA11,147.6
2026-05-11,Ação PETR4,170.27
2026-05-11,Ação VALE3,137.71
2026-05-12,Tesouro Selic,109.05
2026-05-12,CDB Liquidez Diária,109.95
2026-05-12,LCI/LCA,109.1
2026-05-12,Fundo Multimercado,121.18
2026-05-12,Fundo de Ações,156.63
2026-05-12,ETF BOVA11,146.48
2026-05-12,Ação PETR4,173.16
2026-05-12,Ação VALE3,135.84
2026-05-13,Tesouro Selic,109.1
2026-05-13,CDB Liquidez Diária,110.06
2026-05-13,LCI/LCA,109.16
2026-05-13,Fundo Multimercado,121.5
2026-05-13,Fundo de Ações,155.41
2026-05-13,ETF BOVA11,146.31
2026-05-13,Ação PETR4,172.44
2026-05-13,Ação VALE3,137.15
2026-05-14,Tesouro Selic,109.22
2026-05-14,CDB Liquidez Diária,110.3
2026-05-14,LCI/LCA,109.31
2026-05-14,Fundo Multimercado,121.96
2026-05-14,Fundo de Ações,156.47
2026-05-14,ETF BOVA11,146.83
2026-05-14,Ação PETR4,173.78
2026-05-14,Ação VALE3,137.22
2026-05-15,Tesouro Selic,109.28
2026-05-15,CDB Liquidez Diária,110.42
2026-05-15,LCI/LCA,109.34
2026-05-15,Fundo Multimercado,122.6
2026-05-15,Fundo de Ações,160.34
2026-05-15,ETF BOVA11,149.59
2026-05-15,Ação PETR4,172.93
2026-05-15,Ação VALE3,137.78
2026-05-18,Tesouro Selic,109.41
2026-05-18,CDB Liquidez Diária,110.56
2026-05-18,LCI/LCA,109.41
2026-05-18,Fundo Multimercado,122.62
2026-05-18,Fundo de Ações,161.46
2026-05-18,ETF BOVA11,150.65
2026-05-18,Ação PETR4,173.73
2026-05-18,Ação VALE3,138.04
2026-05-19,Tesouro Selic,109.43
2026-05-19,CDB Liquidez Diária,110.54
2026-05-19,LCI/LCA,109.49
2026-05-19,Fundo Multimercado,122.44
2026-05-19,Fundo de Ações,163.37
2026-05-19,ETF BOVA11,153.18
2026-05-19,Ação PETR4,179.12
2026-05-19,Ação VALE3,140.12
2026-05-20,Tesouro Selic,109.51
2026-05-20,CDB Liquidez Diária,110.61
2026-05-20,LCI/LCA,109.52
2026-05-20,Fundo Multimercado,122.7
2026-05-20,Fundo de Ações,161.7
2026-05-20,ETF BOVA11,153.41
2026-05-20,Ação PETR4,178.26
2026-05-20,Ação VALE3,140.39
2026-05-21,Tesouro Selic,109.57
2026-05-21,CDB Liquidez Diária,110.67
2026-05-21,LCI/LCA,109.6
2026-05-21,Fundo Multimercado,122.58
2026-05-21,Fundo de Ações,162.85
2026-05-21,ETF BOVA11,152.68
2026-05-21,Ação PETR4,177.69
2026-05-21,Ação VALE3,143.15
2026-05-22,Tesouro Selic,109.55
2026-05-22,CDB Liquidez Diária,110.61
2026-05-22,LCI/LCA,109.6
2026-05-22,Fundo Multimercado,122.56
2026-05-22,Fundo de Ações,163.71
2026-05-22,ETF BOVA11,153.74
2026-05-22,Ação PETR4,180.54
2026-05-22,Ação VALE3,146.42
2026-05-25,Tesouro Selic,109.62
2026-05-25,CDB Liquidez Diária,110.68
2026-05-25,LCI/LCA,109.69
2026-05-25,Fundo Multimercado,123.5
2026-05-25,Fundo de Ações,166.04
2026-05-25,ETF BOVA11,155.03
2026-05-25,Ação PETR4,184.81
2026-05-25,Ação VALE3,147.85
2026-05-26,Tesouro Selic,109.52
2026-05-26,CDB Liquidez Diária,110.61
2026-05-26,LCI/LCA,109.6
2026-05-26,Fundo Multimercado,123.25
2026-05-26,Fundo de Ações,166.41
2026-05-26,ETF BOVA11,155.37
2026-05-26,Ação PETR4,187.03
2026-05-26,Ação VALE3,147.84
2026-05-27,Tesouro Selic,109.6
2026-05-27,CDB Liquidez Diária,110.68
2026-05-27,LCI/LCA,109.7
2026-05-27,Fundo Multimercado,123.65
2026-05-27,Fundo de Ações,165.6
2026-05-27,ETF BOVA11,156.2
2026-05-27,Ação PETR4,186.76
2026-05-27,Ação VALE3,149.71
2026-05-28,Tesouro Selic,109.67
2026-05-28,CDB Liquidez Diária,110.83
2026-05-28,LCI/LCA,109.77
2026-05-28,Fundo Multimercado,123.68
2026-05-28,Fundo de Ações,165.31
2026-05-28,ETF BOVA11,155.61
2026-05-28,Ação PETR4,187.8
2026-05-28,Ação VALE3,146.61
2026-05-29,Tesouro Selic,109.64
2026-05-29,CDB Liquidez Diária,110.76
2026-05-29,LCI/LCA,109.79
2026-05-29,Fundo Multimercado,124.31
2026-05-29,Fundo de Ações,167.28
2026-05-29,ETF BOVA11,157.35
2026-05-29,Ação PETR4,190.44
2026-05-29,Ação VALE3,150.29
2026-06-01,Tesouro Selic,109.62
2026-06-01,CDB Liquidez Diária,110.75
2026-06-01,LCI/LCA,109.82
2026-06-01,Fundo Multimercado,124.47
2026-06-01,Fundo de Ações,168.33
2026-06-01,ETF BOVA11,159.2
2026-06-01,Ação PETR4,186.51
2026-06-01,Ação VALE3,151.92
2026-06-02,Tesouro Selic,109.62
2026-06-02,CDB Liquidez Diária,110.67
2026-06-02,LCI/LCA,109.83
2026-06-02,Fundo Multimercado,124.98
2026-06-02,Fundo de Ações,169.85
2026-06-02,ETF BOVA11,161.65
2026-06-02,Ação PETR4,193.52
2026-06-02,Ação VALE3,157.43
2026-06-03,Tesouro Selic,109.78
2026-06-03,CDB Liquidez Diária,110.87
2026-06-03,LCI/LCA,109.98
2026-06-03,Fundo Multimercado,124.58
2026-06-03,Fundo de Ações,167.57
2026-06-03,ETF BOVA11,158.75
2026-06-03,Ação PETR4,194.76
2026-06-03,Ação VALE3,155.46
2026-06-04,Tesouro Selic,109.84
2026-06-04,CDB Liquidez Diária,110.95
2026-06-04,LCI/LCA,110.03
2026-06-04,Fundo Multimercado,125.44
2026-06-04,Fundo de Ações,168.72
2026-06-04,ETF BOVA11,160.37
2026-06-04,Ação PETR4,195.18
2026-06-04,Ação VALE3,154.03
2026-06-05,Tesouro Selic,109.84
2026-06-05,CDB Liquidez Diária,110.95
2026-06-05,LCI/LCA,110.02
2026-06-05,Fundo Multimercado,125.11
2026-06-05,Fundo de Ações,165.11
2026-06-05,ETF BOVA11,157.7
2026-06-05,Ação PETR4,187.84
2026-06-05,Ação VALE3,152.17
2026-06-08,Tesouro Selic,109.89
2026-06-08,CDB Liquidez Diária,110.94
2026-06-08,LCI/LCA,110.05
2026-06-08,Fundo Multimercado,124.78
2026-06-08,Fundo de Ações,164.8
2026-06-08,ETF BOVA11,158.54
2026-06-08,Ação PETR4,184.49
2026-06-08,Ação VALE3,152.29
2026-06-09,Tesouro Selic,109.93
2026-06-09,CDB Liquidez Diária,111.0
2026-06-09,LCI/LCA,110.1
2026-06-09,Fundo Multimercado,124.51
2026-06-09,Fundo de Ações,163.34
2026-06-09,ETF BOVA11,156.52
2026-06-09,Ação PETR4,184.34
2026-06-09,Ação VALE3,150.99
2026-06-10,Tesouro Selic,110.1
2026-06-10,CDB Liquidez Diária,111.18
2026-06-10,LCI/LCA,110.22
2026-06-10,Fundo Multimercado,124.16
2026-06-10,Fundo de Ações,158.33
2026-06-10,ETF BOVA11,151.2
2026-06-10,Ação PETR4,177.82
2026-06-10,Ação VALE3,146.95
2026-06-11,Tesouro Selic,110.04
2026-06-11,CDB Liquidez Diária,111.16
2026-06-11,LCI/LCA,110.16
2026-06-11,Fundo Multimercado,124.11
2026-06-11,Fundo de Ações,161.37
2026-06-11,ETF BOVA11,154.03
2026-06-11,Ação PETR4,181.06
2026-06-11,Ação VALE3,148.06
2026-06-12,Tesouro Selic,109.94
2026-06-12,CDB Liquidez Diária,111.02
2026-06-12,LCI/LCA,110.07
2026-06-12,Fundo Multimercado,123.4
2026-06-12,Fundo de Ações,159.71
2026-06-12,ETF BOVA11,152.61
2026-06-12,Ação PETR4,178.79
2026-06-12,Ação VALE3,145.58
2026-06-15,Tesouro Selic,110.0
2026-06-15,CDB Liquidez Diária,111.1
2026-06-15,LCI/LCA,110.08
2026-06-15,Fundo Multimercado,124.12
2026-06-15,Fundo de Ações,161.38
2026-06-15,ETF BOVA11,154.25
2026-06-15,Ação PETR4,182.56
2026-06-15,Ação VALE3,147.81
2026-06-16,Tesouro Selic,110.11
2026-06-16,CDB Liquidez Diária,111.23
2026-06-16,LCI/LCA,110.16
2026-06-16,Fundo Multimercado,124.49
2026-06-16,Fundo de Ações,159.92
2026-06-16,ETF BOVA11,153.59
2026-06-16,Ação PETR4,181.52
2026-06-16,Ação VALE3,146.71
2026-06-17,Tesouro Selic,110.14
2026-06-17,CDB Liquidez Diária,111.18
2026-06-17,LCI/LCA,110.15
2026-06-17,Fundo Multimercado,124.5
2026-06-17,Fundo de Ações,160.33
2026-06-17,ETF BOVA11,152.89
2026-06-17,Ação PETR4,183.59
2026-06-17,Ação VALE3,145.17
2026-06-18,Tesouro Selic,110.26
2026-06-18,CDB Liquidez Diária,111.32
2026-06-18,LCI/LCA,110.23
2026-06-18,Fundo Multimercado,125.51
2026-06-18,Fundo de Ações,160.55
2026-06-18,ETF BOVA11,154.64
2026-06-18,Ação PETR4,188.11
2026-06-18,Ação VALE3,145.95
2026-06-19,Tesouro Selic,110.4
2026-06-19,CDB Liquidez Diária,111.45
2026-06-19,LCI/LCA,110.36
2026-06-19,Fundo Multimercado,125.88
2026-06-19,Fundo de Ações,160.88
2026-06-19,ETF BOVA11,155.79
2026-06-19,Ação PETR4,191.41
2026-06-19,Ação VALE3,144.23
2026-06-22,Tesouro Selic,110.54
2026-06-22,CDB Liquidez Diária,111.52
2026-06-22,LCI/LCA,110.5
2026-06-22,Fundo Multimercado,126.57
2026-06-22,Fundo de Ações,160.51
2026-06-22,ETF BOVA11,155.63
2026-06-22,Ação PETR4,188.48
2026-06-22,Ação VALE3,143.05
2026-06-23,Tesouro Selic,110.56
2026-06-23,CDB Liquidez Diária,111.58
2026-06-23,LCI/LCA,110.59
2026-06-23,Fundo Multimercado,127.25
2026-06-23,Fundo de Ações,161.35
2026-06-23,ETF BOVA11,156.54
2026-06-23,Ação PETR4,185.76
2026-06-23,Ação VALE3,141.58
2026-06-24,Tesouro Selic,110.67
2026-06-24,CDB Liquidez Diária,111.77
2026-06-24,LCI/LCA,110.65
2026-06-24,Fundo Multimercado,127.25
2026-06-24,Fundo de Ações,160.77
2026-06-24,ETF BOVA11,156.25
2026-06-24,Ação PETR4,183.4
2026-06-24,Ação VALE3,141.66
2026-06-25,Tesouro Selic,110.69
2026-06-25,CDB Liquidez Diária,111.78
2026-06-25,LCI/LCA,110.69
2026-06-25,Fundo Multimercado,127.25
2026-06-25,Fundo de Ações,160.04
2026-06-25,ETF BOVA11,155.67
2026-06-25,Ação PETR4,182.44
2026-06-25,Ação VALE3,140.47
2026-06-26,Tesouro Selic,110.72
2026-06-26,CDB Liquidez Diária,111.88
2026-06-26,LCI/LCA,110.76
2026-06-26,Fundo Multimercado,127.21
2026-06-26,Fundo de Ações,161.08
2026-06-26,ETF BOVA11,155.92
2026-06-26,Ação PETR4,185.48
2026-06-26,Ação VALE3,141.91
2026-06-29,Tesouro Selic,110.75
2026-06-29,CDB Liquidez Diária,111.94
2026-06-29,LCI/LCA,110.74
2026-06-29,Fundo Multimercado,126.76
2026-06-29,Fundo de Ações,157.51
2026-06-29,ETF BOVA11,153.31
2026-06-29,Ação PETR4,185.94
2026-06-29,Ação VALE3,144.25
2026-06-30,Tesouro Selic,110.84
2026-06-30,CDB Liquidez Diária,112.05
2026-06-30,LCI/LCA,110.75
2026-06-30,Fundo Multimercado,126.69
2026-06-30,Fundo de Ações,155.55
2026-06-30,ETF BOVA11,151.24
2026-06-30,Ação PETR4,182.72
2026-06-30,Ação VALE3,141.42
2026-07-01,Tesouro Selic,110.75
2026-07-01,CDB Liquidez Diária,111.99
2026-07-01,LCI/LCA,110.64
2026-07-01,Fundo Multimercado,126.61
2026-07-01,Fundo de Ações,159.4
2026-07-01,ETF BOVA11,152.92
2026-07-01,Ação PETR4,179.52
2026-07-01,Ação VALE3,141.45
2026-07-02,Tesouro Selic,110.88
2026-07-02,CDB Liquidez Diária,112.21
2026-07-02,LCI/LCA,110.72
2026-07-02,Fundo Multimercado,127.14
2026-07-02,Fundo de Ações,159.41
2026-07-02,ETF BOVA11,153.06
2026-07-02,Ação PETR4,185.55
2026-07-02,Ação VALE3,140.16
2026-07-03,Tesouro Selic,110.94
2026-07-03,CDB Liquidez Diária,112.29
2026-07-03,LCI/LCA,110.82
2026-07-03,Fundo Multimercado,127.3
2026-07-03,Fundo de Ações,160.27
2026-07-03,ETF BOVA11,153.3
2026-07-03,Ação PETR4,186.51
2026-07-03,Ação VALE3,139.91
2026-07-06,Tesouro Selic,111.03
2026-07-06,CDB Liquidez Diária,112.37
2026-07-06,LCI/LCA,110.91
2026-07-06,Fundo Multimercado,127.42
2026-07-06,Fundo de Ações,162.46
2026-07-06,ETF BOVA11,154.67
2026-07-06,Ação PETR4,184.27
2026-07-06,Ação VALE3,142.49
2026-07-07,Tesouro Selic,111.01
2026-07-07,CDB Liquidez Diária,112.32
2026-07-07,LCI/LCA,110.88
2026-07-07,Fundo Multimercado,127.96
2026-07-07,Fundo de Ações,160.18
2026-07-07,ETF BOVA11,156.8
2026-07-07,Ação PETR4,189.34
2026-07-07,Ação VALE3,145.19
2026-07-08,Tesouro Selic,111.05
2026-07-08,CDB Liquidez Diária,112.38
2026-07-08,LCI/LCA,110.94
2026-07-08,Fundo Multimercado,128.32
2026-07-08,Fundo de Ações,162.12
2026-07-08,ETF BOVA11,158.43
2026-07-08,Ação PETR4,191.12
2026-07-08,Ação VALE3,146.31
2026-07-09,Tesouro Selic,111.09
2026-07-09,CDB Liquidez Diária,112.46
2026-07-09,LCI/LCA,111.01
2026-07-09,Fundo Multimercado,127.05
2026-07-09,Fundo de Ações,159.75
2026-07-09,ETF BOVA11,155.92
2026-07-09,Ação PETR4,187.6
2026-07-09,Ação VALE3,143.48
2026-07-10,Tesouro Selic,111.21
2026-07-10,CDB Liquidez Diária,112.64
2026-07-10,LCI/LCA,111.09
2026-07-10,Fundo Multimercado,127.5
2026-07-10,Fundo de Ações,158.71
2026-07-10,ETF BOVA11,154.08
2026-07-10,Ação PETR4,183.64
2026-07-10,Ação VALE3,142.93
2026-07-13,Tesouro Selic,111.33
2026-07-13,CDB Liquidez Diária,112.78
2026-07-13,LCI/LCA,111.23
2026-07-13,Fundo Multimercado,127.96
2026-07-13,Fundo de Ações,158.42
2026-07-13,ETF BOVA11,154.56
2026-07-13,Ação PETR4,186.0
2026-07-13,Ação VALE3,144.96
2026-07-14,Tesouro Selic,111.46
2026-07-14,CDB Liquidez Diária,112.94
2026-07-14,LCI/LCA,111.36
2026-07-14,Fundo Multimercado,128.71
2026-07-14,Fundo de Ações,159.95
2026-07-14,ETF BOVA11,155.17
2026-07-14,Ação PETR4,186.44
2026-07-14,Ação VALE3,144.04
2026-07-15,Tesouro Selic,111.45
2026-07-15,CDB Liquidez Diária,112.93
2026-07-15,LCI/LCA,111.33
2026-07-15,Fundo Multimercado,128.53
2026-07-15,Fundo de Ações,156.09
2026-07-15,ETF BOVA11,152.74
2026-07-15,Ação PETR4,183.12
2026-07-15,Ação VALE3,140.37
2026-07-16,Tesouro Selic,111.55
2026-07-16,CDB Liquidez Diária,113.07
2026-07-16,LCI/LCA,111.35
2026-07-16,Fundo Multimercado,128.38
2026-07-16,Fundo de Ações,153.94
2026-07-16,ETF BOVA11,150.15
2026-07-16,Ação PETR4,181.52
2026-07-16,Ação VALE3,138.08
